locationID	LONGITUDE	LATITUDE	GROUND_ELE	SURVEYING_	LOCATION_D	LOCATION_C	WELL_TOTAL	DEPTH_UNIT	TOP_OF_CAS	WELL_DIAME	PERFORATIO	PERFORAT_1	AQUIFER	HYDROSTRAT	GEOLOGICAL	WELL_COMPL	field_18
R-62	-106.266465800000000	35.863120600000000	6984.88	None	None	Updated Location information from e-mail from RJK 4/2/2012	1189.7	ft	6984.88	5.0 in	1158.4	1179.1	Regional	Regional	Tjfp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12370	
R-37 S1	-106.258734000000000	35.844372999999900	6870.59	None	None	None	None	None	None	None	None	None	None	None	None	None	
SWL-1	-106.314754900000000	35.875424299999900	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
R-8	-106.247561700000000	35.871675699999900	6544.74	Completion Report	None	Location info taken from Brass cap monument survey data from R-8 WCR.	None	None	None	None	None	None	None	None	None	None	
PU-00182	-106.230847500000000	35.878662599999900	6437.04	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN.	None	None	None	None	None	None	None	None	None	None	
R-55 S2	-106.227508500000000	35.829687999999900	6533.86	WCR, SW MTN SURVEY	None	brass cap surveyed location	None	None	None	None	994.4	1015.4	Regional	Regional Deep	Tcar	None	
MCO-5	-106.276833400000000	35.863385200000000	6875.66	Stoker	None	None	46	ft	None	3 in	21	46	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12188	
R-46	-106.293815600000000	35.859657599999900	7213.33	WCR, SW MTN SURVEY	None	Brass cap location	1382.2	ft	7213.33	5 in	1340	1360.7	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12353	
MCWB-9A	-106.257740799999000	35.860886999999900	6752.11	S. McLin	None	None	75	ft	None	None	50	70	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12249	
SCA-3	-106.260854400000000	35.864433900000000	6723.22	Kleinfelder 2006 WCR	None	Brass monument xyz	32.6	ft	None	2 in	27.6	32	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12380	
R-44 S2	-106.251199099999000	35.856717300000000	6714.91	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	985.3	995.2	Regional	Regional Deep	Tpf	None	
LAOI-7	-106.235243999999000	35.869008999999900	6458.35	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-17 S1	-106.292590100000000	35.853279399999900	6921.51	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	1057	1080	Regional	Regional	Tpf	None	
LADP-5	-106.269469700000000	35.877294700000000	7018.06	PG	None	plugged and abandoned	None	None	None	None	None	None	None	None	None	None	
R-50 S1	-106.255907600000000	35.856655300000000	6904.11	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	1077	1087	Regional	Regional Top	Tpf	None	
R-43 S2	-106.260734000000000	35.863598000000000	6732.65	None	None	None	None	None	None	None	None	None	None	None	None	None	
LAO-1.6g	-106.264626400000000	35.871683099999900	6658.01	Gray 2001	None	None	30.82	ft	None	4 in	10.47	25.47	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12153	
SCP-1abc S2	-106.257296800000000	35.863469799999900	6703.65	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-57 S2	-106.234169700000000	35.829869100000000	6648.04	Well Completion Rpt	None	Brass cap location	None	None	None	None	971.5	992.1	Regional	Regional Deep	Tpt	None	
MCWB-5.5A	-106.273493800000000	35.862394000000000	6858.36	S. McLin	None	None	37.5	ft	None	3 in	22.5	32.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12231	
R-6	-106.264871500000000	35.875327200000000	6995.8	R-6/R-6i WCR	None	Location info taken from Brass cap monument survey data from R-6/R-6i WCR.	1252	ft	6995.8	4.5 in	1205	1228	Regional	Regional	Tf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12298	
MCWB-9B	-106.257923199999000	35.860511500000000	6753.6	S. McLin	None	None	80	ft	None	None	55	75	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12250	
18-MW-7	-106.268795299999000	35.842104700000000	6755.5	WP Pajarito Cy	None	None	30	ft	None	2 in	10	30	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12483	
R-3	-106.220901000000000	35.871792999999900	6395.88	None	None	Planned CY05 Location	None	None	None	None	None	None	None	None	None	None	
R-34	-106.239272200000000	35.848252100000000	6629.99	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-34 WCR.	920.7	ft	6629.99	4.5 in	883.7	906.6	Regional	Regional Top	Tpp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12340	
03-B-10	-106.330115800000000	35.873716600000000	7458.28	DOE 2005	None	Ground surface elevation  Plugged and Abandoned 9/25/09	31.1	ft	None	2 in	20.6	30.6	Intermediate	Intermediate	Qbt4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12501	
LAUZ-1	-106.273567300000000	35.877869099999900	7032.42	None	None	Surv-Tek Survey	10.55	ft	None	4 in	5.35	10.35	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12121	
R-42	-106.259135000000000	35.861293600000000	6759.02	SOUTHWEST MTM SURV	None	Brass Monument	973.5	ft	6761.79	5 in	931.8	952.9	Regional	Regional Top	Tsfu	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12349	
R-5 S1	-106.228767199999000	35.873070499999900	6472.6	Completion Report	None	Location info taken from Brass cap monument survey data from R-5 WCR.	None	None	None	None	326.4	331.5	Intermediate	Intermediate	Tp	None	
R-12 S1	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	None	None	None	459	467.5	Intermediate	Intermediate Perched	Tb4	None	
R-10 OB	-106.205965300000000	35.850271200000000	6362.31	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
SCI-2	-106.261007000000000	35.863698999999900	6735.7	None	None	None	None	None	None	None	None	None	None	None	None	None	
18-MW-11	-106.264896400000000	35.840314900000000	6740.13	PG	None	None	47	ft	None	2 in	27	47	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12481	
R-61 S1	-106.261203800000000	35.857575599999900	6940.12	Well Completion Rpt	None	Brass cap location from WCR, rounded to 2 digits	None	None	None	None	1125	1135	Regional	Regional Top	Tpf	None	
MCO-4	-106.281058400000000	35.864070599999900	6897.54	Stoker	None	MCO-4 plugged and abandoned in 2000, see Benak et al. 2000	19	ft	None	3 in	4	19	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12184	
SCPZ-3	-106.314736100000000	35.875528000000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-49 S2	-106.238245800000000	35.827298499999900	6584.54	SW MTN SURVEY	None	Brass cap location	None	None	None	None	905.6	926.4	Regional	Regional Deep	Tpt	None	
R-44 S2	-106.251199099999000	35.856717300000000	6714.91	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	985.3	995.2	Regional	Regional Deep	Tpf	None	
41-01003	-106.302719400000000	35.877040700000000	6968.13	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:SECOND BOREHOLE/WELL WEST OF TA-41 Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
R-54 S1	-106.255443000000000	35.836092999999900	6679.85	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
PO-4B	-106.248165200000000	35.881411499999900	None	W. RED STAR	None	Locations estimated in April 2010 by georeferencing locations on old ESR maps.	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
R-22 S1	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	None	None	None	872.3	914.2	Regional	Regional	Tb4	None	
LAO-4.5	-106.239055500000000	35.870392199999900	6479.8	Stoker	None	Elevation revised based on LIDAR surface location pick	40	ft	None	3 in	10	40	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12147	
18-MW-16	-106.264764200000000	35.838778800000000	6727	PG	None	None	None	None	None	None	None	None	None	None	None	None	
LAO-0.6	-106.296139700000000	35.876552300000000	6910.74	Gray 2001	None	RJK revised added elev 5/25/05	13.35	ft	6912.88	4 in	8	13	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12158	
Core Hole 2	-106.298051200000000	35.874670500000000	None	Buckley	None	None	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
R-4	-106.253810200000000	35.882598000000000	6577.49	R4 Completion Report	None	Inactive emergency landing strip in Pueblo Canyon; TA-74. Location info taken from Brass cap monument survey data from R-4 WCR.	840	ft	6577.49	4.5 in	792.9	816	Regional	Regional Top	Tp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12040	
R-14	-106.285645400000000	35.861775999999900	7062.08	WCR, SW MTN SURVEY	None	Location info taken from Brass Cap survey data for R-14.	None	None	None	None	None	None	None	None	None	None	
R-19 S5	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	1582.6	1589.8	Regional	Regional Deep	Tpf	None	
R-54 S1	-106.255442700000000	35.836093200000000	6679.85	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	830	840	Regional	Regional Top	Tpf	None	
MCWB-5.5B	-106.273611900000000	35.862253400000000	6856.89	S. McLin	None	None	37.5	ft	None	3 in	22.5	32.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12232	
MCO-8.2	-106.262528600000000	35.860936799999900	6781.6	LANL 1997 WP Mort Cy	None	None	70	ft	None	2 in	60	70	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12206	
R-51 S2	-106.269336900000000	35.842631699999900	6762.17	Precision Surveys	None	brass cap location	None	None	None	None	1030.96	1041	Regional	Regional Deep	Tpf	None	
R-5 S3	-106.228767199999000	35.873070499999900	6472.6	Completion Report	None	Location info taken from Brass cap monument survey data from R-5 WCR.	None	None	None	None	676.9	720.3	Regional	Regional Top	Tsf	None	
SCP-2b	-106.260839500000000	35.864422099999900	6723.11	Kleinfelder WCR	None	None	50.1	ft	6725.31	1 in	49.5	50	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12398	
MCOI-6	-106.267114000000000	35.860337999999900	6811.1	None	None	Brass Monument	None	None	None	None	None	None	None	None	None	None	
Test Well 2	-106.270882099999000	35.884622600000000	6648.06	Stoker	None	None	834	ft	None	6 in	774	824	Regional	Regional	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12111	
R-9	-106.223606399999000	35.866981799999900	6382.8	Completion Report	None	Location info taken from Brass monument survey data from R-9 WCR.	758	ft	None	4.5 in	683	748.5	Regional	Regional	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12305	
CDBO-2	-106.257752400000000	35.840214699999900	6748.2	PG	None	None	19	ft	None	4 in	10	18	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12433	
R-17 S2	-106.292590100000000	35.853279399999900	6921.51	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	1124	1134	Regional	Regional	Tpf	None	
TSCA-6	-106.275183900000000	35.860455399999900	6863.2	Kleinfelder survey	None	Brass cap location, ER B-15/A-6, located in lower Ten Site Canyon	21.3	ft	None	2.1 in	16.2	20.9	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12465	
R-7 S2	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	None	None	None	730.4	746.4	Intermediate	Intermediate Perched	Tp	None	
41-01003	-106.302719400000000	35.877040700000000	6968.13	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:SECOND BOREHOLE/WELL WEST OF TA-41 Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
Test Well 2A	-106.271038200000000	35.884678200000000	6650.4	Stoker	None	None	133	ft	None	8 in	123	133	Intermediate	Intermediate	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12472	
SWA-3-7	-106.311137900000000	35.873757499999900	None	TERRANEAR PMC	None	Formerly SCPZ-7	6.84	ft	7216.2	2 in	0.6	6.84	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12450	
PCAO-7b2	-106.262045900000000	35.838505300000000	6713.39	SW MTN SURVEY	None	Brass Cap	25	ft	None	4 in	10	20	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12279	
R-55 S1	-106.227508500000000	35.829687999999900	6533.86	WCR, SW MTN SURVEY	None	brass cap surveyed location	None	None	None	None	860	880.6	Regional	Regional Top	Tpt	None	
R-50 S2	-106.255907600000000	35.856655300000000	6904.11	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	1185	1205.6	Regional	Regional Deep	Tsfu	None	
MCWB-7.2	-106.268426100000000	35.860512700000000	6818.86	S. McLin	None	None	67.5	ft	None	3 in	42.5	62.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12241	
LAUZ-2	-106.271611600000000	35.877646400000000	7026.72	None	None	Surv-Tek Survey	10.47	ft	None	4 in	5.27	10.27	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12120	
R-23i S1	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	400.3	420	Intermediate	Intermediate Perched	Tb4	None	
LAWS-01 S1	-106.219259100000000	35.866999700000000	6363.4	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-36	-106.238220400000000	35.858438700000000	6591.37	SW MTN SURVEY	None	Brass cap location resurvey of 2/10/09	803.7	ft	6591.37	4.5 in	766.9	789.9	Regional	Regional Top	Tsfu	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12343	
R-43 S1	-106.260734000000000	35.863598000000000	6732.65	None	None	None	None	None	None	None	None	None	None	None	None	None	
CrEX-2	-106.260877699999000	35.858983400000000	None	NMED DOE-OB	None	None	None	None	None	None	None	None	None	None	None	None	
R-33 S1	-106.273675000000000	35.860623799999900	6853.33	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-33 WCR.	None	None	None	None	995.5	1018.5	Regional	Regional Top	Tpp	None	
TMO-1	-106.295848400000000	35.854102099999900	6945.2	SW MTN SURVEY	None	Brass Cap	6.5	ft	6645.2	1.5 in	3.5	6.5	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12464	
R-3i OB	-106.220364600000000	35.871794500000000	6390.15	Well Completion Rpt	None	Brass monument survey from R-3i WCR	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
MCA-RLW-1	-106.278463888999000	35.863766666700000	6887.1	Antonio Trujillo	None	None	None	None	None	None	None	None	None	None	None	None	
R-8 OB	-106.247561700000000	35.871675699999900	6544.74	Completion Report	None	Location info taken from Brass cap monument survey data from R-8 WCR.	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
R-61 S1	-106.261203800000000	35.857575599999900	6940.12	Well Completion Rpt	None	Brass cap location from WCR, rounded to 2 digits	None	None	None	None	1125	1135	Regional	Regional Top	Tpf	None	
R-15	-106.267239000000000	35.859909999999900	6820	None	None	Survey is from brass monument.	None	None	None	None	None	None	None	None	None	None	
ER ID #18-01685	-106.251658699999000	35.832368799999900	6654.7	None	None	None	None	None	None	None	None	None	None	None	None	None	
SCO-1	-106.243651600000000	35.863289799999900	6618.67	Stoker	None	None	19.3	ft	None	None	9.3	19.3	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12392	
MCO-9.5	-106.256979800000000	35.860552300000000	6743.27	LANL 1997 WP Mort Cy	None	None	46	ft	None	2 in	26	46	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12213	
MCWB-9B	-106.257923199999000	35.860511500000000	6753.6	S. McLin	None	None	80	ft	None	None	55	75	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12250	
R-41	-106.233804800000000	35.830989600000000	6660.53	Well Completion Rpt	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-24	-106.239406800000000	35.885512700000000	6547.38	Kleinfelder data	None	Kleinfelder survey Brass Cap location	861	ft	6547.38	4.5 in	825	848	Regional	Regional Top	Tsf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12328	
