LOC_LOCATI	LOC_SITE_I	LOC_LOCA_1	LOC_LOCA_2	LOC_LOCA_3	LOC_NORTHI	LOC_EASTIN	LOC_GROUND	LOC_ESTABL	LOC_ESTA_1	LOC_SURVEY	LOC_SURV_1	LOC_SURV_2	LOC_LOCA_4	LOC_BARCOD	LOC_LOCA_5	LOC_RECORD	LOC_LONGIT	LOC_LATITU	LOC_LATI_1	LOC_LATI_2	LOC_LATI_3	LOC_LONG_1	LOC_LONG_2	LOC_LONG_3	LOC_ORIGIN	LOC_ORIG_1	LOC_ORIG_2	LOC_RECO_1	LOC_RIVER_	LOC_GRID_N	LOC_GRID_S	LOC_LOCA_6	LOC_SUBSIT	LOC_PROPER	LOC_LOCA_7	LOC_INSERT	LOC_INSE_1	LOC_LAST_M	LOC_LAST_1	LOC_INACTI	LOC_DIRECT	LOC_INAC_1	LOC_LOCA_8	LOC_LANL_L	LOC_LOCA_9	LOC_ULI	LOC_LOCA10	LOC_EXCAVA	LOC_LOCA11	LOC_REGULA	LOC_DOWNST	LOC_UPSTRE	LOC_E_DATA	LOC_LOCA12	LOC_LOCA13	LOC_WATER_	LOC_SURV_3	LOC_IEc_Me	PZ_LOCATIO	PZ_WELL_ID	PZ_SITE_ID	PZ_PERFORA	PZ_PERFO_1	PZ_PERFO_2	PZ_AQUIFER	PZ_WELL_PE	PZ_WELL__1	PZ_HYDROST	PZ_REPORT_	PZ_INSERTE	PZ_INSERT_	PZ_LAST_MO	PZ_LAST__1	PZ_PORT_ID	PZ_GEOLOGI	PZ_CASING_	PZ_CHAMBER	PZ_CHAMB_1	WELL_WELL_	WELL_SITE_	WELL_WEL_1	WELL_WEL_2	WELL_WEL_3	WELL_TOP_O	WELL_DRILL	WELL_DRI_1	WELL_DRI_2	WELL_FIELD	WELL_WEL_4	WELL_WEL_5	WELL_WEL_6	WELL_PROJE	WELL_PHASE	WELL_TASK	WELL_WEL_7	WELL_WEL_8	WELL_MULTI	WELL_BUBBL	WELL_DEPTH	WELL_WEL_9	WELL_WEL10	WELL_WEL11	WELL_WEL12	WELL_LOGGI	WELL_INSER	WELL_INS_1	WELL_LAST_	WELL_LAS_1	WELL_DRI_3	WELL_WEL13	WELL_WEL14	WELL_SOURC	LWA_Commen	Mon_Area	Watershed
Pueblo 3	LANL	WCS	NULL	NULL	1774897.250000000000000	1646655.770000000000000	6427.000	NULL	NULL	CM	NULL	NULL	NULL	NULL	NULL	NULL	-106.228939999999000	35.878110000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-10-12 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	NULL	Pueblo 3	NULL	10602331	17401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
R-1	0	NULL	NULL	NULL	1769600.840000000000000	1632354.129999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.277210000000000	35.863560000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-1	R-1	LANL	1031.12	1057.420	1	Regional	373	NULL	Regional Top	NULL	154528	2004-07-28 00:00:00	ZDuran	2017-01-17 11:49:00	NULL	Tp	3	0.01	1080.1	R-1	LANL	NULL	2004-03-12 00:00:00	1080.10	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Well Development information from the field can be found in \\win.lanl.gov\dfs root\Pueblo\GWFA\Hard forms\Construction\R-1\Final Well IM Forms3.	962	N	NULL	ft	NULL	4.5	in	NULL	NULL	154528	2004-06-29 00:00:00	kgreene	2016-05-11 13:14:00	1165	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-10 OB	LANL	MON	NULL	NULL	1764766.460000000000000	1653465.919999990000000	6362.310	NULL	NULL	Kleinfelder data	NULL	NULL	NULL	NULL	NULL	NULL	-106.205969999999000	35.850270000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2005-07-07 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Brass Cap location Kleinfelder survey	R-10 OB	NULL	20000112	8544	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-10 S1	0	NULL	NULL	NULL	1764766.460000000000000	1653465.919999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.205969999999000	35.850270000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-10 S1	R-10	LANL	874	897.000	1000004	Regional	15	27 ft sump to 924 ft packer	Regional Deep	NULL	114816	2006-03-10 00:00:00	ZDuran	2017-02-10 13:45:00	NULL	Tsf	3	0.01	918.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-10 S2	0	NULL	NULL	NULL	1764766.460000000000000	1653465.919999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.205969999999000	35.850270000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-10 S2	R-10	LANL	1042	1065.000	1000004	Regional	16	14 ft sump to 1079 ft bgs	Regional Deep	NULL	114816	2006-03-10 00:00:00	ZDuran	2017-02-10 13:46:00	NULL	Tsf	3	923.3	1081.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-10a	0	NULL	NULL	NULL	1764782.290000000000000	1653411.629999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.206149999999000	35.850320000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-10a	R-10a	LANL	690	700.000	1	Regional	376	6 ft sump to 706 ft bgs	Regional Top	NULL	114816	2006-03-10 00:00:00	ZDuran	2017-02-10 13:48:00	NULL	Tsf	3	0.01	709.1	R-10a	LANL	NULL	2005-08-18 00:00:00	706.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Single Completion top of Regional Aquifer	998	N	NULL	ft	NULL	4.46	in	NULL	NULL	116909	2005-07-13 00:00:00	kgreene	2016-05-11 09:34:00	765	NULL	NULL	NULL	NULL	General	Sandia
R-11	0	NULL	NULL	NULL	1769353.570000000000000	1639959.310000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.251540000000000	35.862879999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-11	R-11	LANL	855	877.900	1	Regional	377	Updated for recompleted well RJK 5/4/05	Regional Top	NULL	154528	2004-07-28 00:00:00	ZDuran	2017-01-17 11:49:00	NULL	Tp	3	0.01	901.7	R-11	LANL	NULL	2004-10-08 00:00:00	901.70	6676.46	WDC Exploration and Wells	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Site restoration was being completed at time WCR was being written.  Should be completed Spring 2005.  No geologic, hydrogeologic, or geophysical data were collected during the drilling of the new R-11 well in 2004.	1006	N	NULL	ft	NULL	4.5	in	NULL	Tetra Tech	116909	2005-07-08 00:00:00	ZDuran	2017-01-31 12:07:00	926	NULL	NULL	NULL	NULL	Chromium	Sandia
R-12 OB	0	NULL	NULL	NULL	1767913.399999990000000	1647424.200000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.226350000000000	35.858919999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-12 S1	0	NULL	NULL	NULL	1767913.399999990000000	1647424.200000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.226350000000000	35.858919999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-12 S1	R-12	LANL	459	467.500	1000014	Intermediate	17	Horizontal Wrap Wire, 93; Vertical Rod, 93, number of Rods, 80.	Intermediate Perched	NULL	154528	2001-05-10 00:00:00	ZDuran	2017-02-10 13:37:00	NULL	Tb4	3	0.01	470.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-12 S2	0	NULL	NULL	NULL	1767913.399999990000000	1647424.200000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.226350000000000	35.858919999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-12 S2	R-12	LANL	504.5	508.000	1000014	Intermediate	18	Horizontal Wrap Wire, 93; Vertical Rod, 93, number of Rods, 80.	Intermediate Perched	NULL	154528	2001-05-10 00:00:00	ZDuran	2017-02-10 13:38:00	NULL	Tp	3	476	540.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-12 S3	0	NULL	NULL	NULL	1767913.399999990000000	1647424.200000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.226350000000000	35.858919999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-12 S3	R-12	LANL	801	839.000	1000014	Regional	19	Screen plugged and abaonded 12/07	NULL	NULL	154528	2001-05-10 00:00:00	114816	2008-02-07 00:00:00	NULL	Tsfb	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Sandia
R-13	0	NULL	NULL	NULL	1766994.169999990000000	1640991.659999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.248060000000000	35.856400000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-13	R-13	LANL	958.33	1018.720	1	Regional	382	NULL	Regional Top	NULL	088717	2002-10-16 10:30:00	ZDuran	2017-01-17 11:50:00	NULL	Tp	3	0.01	1029.4	R-13	LANL	NULL	2001-10-06 00:00:00	1029.40	6675.37	Dynatec Drilling Inc.	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1059	N	NULL	ft	NULL	4.5	in	NULL	Tetra Tech	154528	2002-05-16 14:18:00	bbrady	2016-08-12 14:14:00	1133	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-13 OB	LANL	MON	NULL	NULL	1766994.169999990000000	1640991.659999990000000	6673.050	NULL	NULL	Well Completion Rpt	NULL	NULL	NULL	NULL	NULL	NULL	-106.248060000000000	35.856400000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2001-09-26 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location information from Brass Cap survey data in WCR.	R-13 OB	NULL	20000105	8537	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-14 S1	0	NULL	NULL	NULL	1768953.120000000000000	1629855.010000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.285650000000000	35.861780000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-14 S1	R-14	LANL	1200.6	1233.200	1000004	Regional	20	NULL	Regional Top	NULL	154528	2003-03-26 00:00:00	ZDuran	2017-01-17 12:41:00	NULL	Tp	3	0.01	1244.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MDA C	Mortendad
R-14 S2	0	NULL	NULL	NULL	1768953.120000000000000	1629855.010000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.285650000000000	35.861780000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-14 S2	R-14	LANL	1286.5	1293.100	1000004	Regional	21	NULL	NULL	NULL	154528	2003-03-26 00:00:00	114816	2005-02-10 00:00:00	NULL	Tp	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MDA C	Mortendad
R-15	0	NULL	NULL	NULL	1768272.500000000000000	1635308.600000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.267240000000000	35.859909999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-15	R-15	LANL	958.6	1020.300	1	Regional	385	Horizontal Wrap Wire, 118; Vertical Rod, 250, Number of Rods, 32.	Regional Top	NULL	154528	2001-05-10 00:00:00	ZDuran	2017-01-17 11:51:00	NULL	Tp	3	0.01	1030.6	R-15	LANL	NULL	1999-10-30 00:00:00	1030.60	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Well diameter corrected to 5 in., other records list it as 4.5 but WCR as built has 5" id, 5.56" od	797	N	NULL	ft	NULL	5	in	NULL	NULL	154528	2001-07-23 00:00:00	bbrady	2016-08-12 14:22:00	1107	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-15 OB	0	NULL	NULL	NULL	1768272.500000000000000	1635308.600000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.267240000000000	35.859909999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
R-17 OB	LANL	MON	NULL	NULL	1765861.230000000000000	1627795.960000000000000	6921.510	NULL	NULL	Kleinfelder data	NULL	NULL	NULL	NULL	NULL	NULL	-106.292590000000000	35.853279999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2002-06-17 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Brass Cap location Kleinfelder survey	R-17 OB	NULL	20000097	5639	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Pajarito
R-17 S1	0	NULL	NULL	NULL	1765861.230000000000000	1627795.960000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.292590000000000	35.853279999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-17 S1	R-17	LANL	1057	1080.000	1000004	Regional	25	Upper screen	NULL	NULL	114816	2006-04-14 00:00:00	ZDuran	2017-02-13 06:42:00	NULL	Tpf	3	0.01	1101.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Pajarito
R-17 S2	0	NULL	NULL	NULL	1765861.230000000000000	1627795.960000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.292590000000000	35.853279999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-17 S2	R-17	LANL	1124	1134.000	1000004	Regional	26	Lower screen	NULL	NULL	114816	2006-04-14 00:00:00	ZDuran	2017-02-13 06:43:00	NULL	Tpf	3	1106.1	1140.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Pajarito
R-19	LANL	MON	NULL	NULL	1760252.100000000000000	1629918.399999990000000	7066.300	NULL	NULL	Well Completion Rpt	NULL	NULL	NULL	NULL	NULL	NULL	-106.285420000000000	35.837870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location info taken from Brass Cap survey data in R-19 WCR.	R-19	NULL	10024786	14797	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R-19	LANL	NULL	2000-09-19 00:00:00	1877.40	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1053	Y	NULL	ft	NULL	NULL	NULL	NULL	NULL	154528	2001-07-23 00:00:00	114816	2006-06-27 00:00:00	1903	NULL	NULL	NULL	NULL	General	Pajarito
R-19 OB	LANL	MON	NULL	NULL	1760252.100000000000000	1629918.399999990000000	7066.300	NULL	NULL	Well Completion Rpt	NULL	NULL	NULL	NULL	NULL	NULL	-106.285420000000000	35.837870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location info taken from Brass Cap survey data in R-19 WCR.	R-19 OB	NULL	20000094	5636	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Pajarito
R-19 S1	LANL	MON	NULL	NULL	1760252.100000000000000	1629918.399999990000000	7066.300	NULL	NULL	Well Completion Rpt	NULL	NULL	NULL	NULL	NULL	NULL	-106.285420000000000	35.837870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Location info taken from Brass Cap survey data in R-19 WCR.	R-19 S1	NULL	20000093	5635	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R-19 S1	R-19	LANL	827.2	843.600	1000003	Intermediate	27	The screen was lowered into the well on 3/28/00 and put into the appropriate depth on 3/30/00.	NULL	NULL	154528	2001-05-10 00:00:00	ZDuran	2017-02-10 14:19:00	NULL	Qbog	1	0.01	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Pajarito
R-19 S2	0	NULL	NULL	NULL	1760252.100000000000000	1629918.399999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.285420000000000	35.837870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	R-19 S2	R-19	LANL	893.3	909.600	1000003	Intermediate	28	The screen was lowered into the well on 3/28/00 and put into the appropriate depth on 3/30/00.	NULL	NULL	154528	2001-05-10 00:00:00	ZDuran	2017-02-10 14:19:00	NULL	Tp	1	0.01	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Pajarito
